City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,bonthe,7.5264,-12.505,26.05,87,45,2.94,SL,1706660424
291,birao,10.2849,22.7882,21.21,17,38,5.42,CF,1706660424
292,sayat,38.7839,63.8803,-3.07,66,9,2.55,TM,1706660425
293,sarande,39.8756,20.0053,5.98,50,0,3.13,AL,1706660425
294,la ronge,55.1001,-105.2842,8.14,61,20,3.6,CA,1706660426
295,fort wellington,6.4,-57.6,26.28,81,32,4.54,GY,1706660426
296,road town,18.4167,-64.6167,26.05,83,20,2.06,VG,1706660426
297,shimanovsk,52.0,127.7,-28.61,98,78,2.17,RU,1706660426
298,sunne,59.8376,13.143,0.18,99,92,1.24,SE,1706660427
299,reggane,26.7158,0.1714,17.5,29,0,8.25,DZ,1706660427
300,newman,37.3138,-121.0208,22.94,54,89,3.23,US,1706660427
301,bogorodskoye,56.55,37.8833,-6.47,99,100,0.98,RU,1706660428
302,rikaze,29.25,88.8833,-5.63,55,1,1.86,CN,1706660428
303,vorkuta,67.5,64.0,-12.88,95,100,4.41,RU,1706660428
304,rio grande,-32.035,-52.0986,23.06,85,44,4.55,BR,1706660428
305,altamira,-3.2033,-52.2064,24.28,91,100,0.46,BR,1706660410
306,malango,-2.9627,119.9001,23.41,88,92,0.35,ID,1706660429
307,champerico,14.3,-91.9167,30.3,66,12,3.52,GT,1706660429
308,lycksele,64.5954,18.6735,-5.87,85,43,1.03,SE,1706660430
309,kirensk,57.7853,108.1119,-41.13,100,27,0.89,RU,1706660430
310,madison,34.7334,-86.5667,14.36,64,100,3.58,US,1706660430
311,south hedland,-20.4089,118.5983,29.96,74,32,3.6,AU,1706660431
312,lagunas,-5.2269,-75.6753,27.89,72,100,1.5,PE,1706660431
313,levuka,50.1834,-105.4011,9.85,57,75,8.23,CA,1706660431
314,kailua-kona,19.6406,-155.9956,28.61,74,75,6.17,US,1706660431
315,whitehorse,60.7161,-135.0538,1.43,53,20,6.71,CA,1706660431
316,xinyang,32.1228,114.0656,6.66,74,100,2.16,CN,1706660432
317,lamarque,-39.423,-65.7021,32.26,18,35,1.91,AR,1706660432
318,kapuskasing,49.4169,-82.4331,1.05,93,100,4.63,CA,1706660432
319,brezina,33.0989,1.2608,9.49,66,100,2.19,DZ,1706660432
320,arraial do cabo,-22.9661,-42.0278,24.98,94,40,1.03,BR,1706660433
321,porbandar,21.6422,69.6093,20.76,84,87,3.27,IN,1706660433
322,dmitrovsk-orlovskiy,52.505,35.1464,-4.17,92,100,2.51,RU,1706660423
323,urengoy,65.9667,78.3667,-22.43,96,38,5.01,RU,1706660433
324,saint-francois,46.4154,3.9054,4.25,93,25,1.03,FR,1706660434
325,pachino,36.7186,15.0907,10.22,60,37,4.18,IT,1706660434
326,palikir - national government center,6.9248,158.1611,29.41,66,100,5.14,FM,1706660434
327,vanino,49.0869,140.2543,-17.87,72,49,1.92,RU,1706660156
328,tugulym,57.0591,64.6425,-10.93,94,100,3.43,RU,1706660434
329,hirara,24.8,125.2833,22.92,83,20,5.66,JP,1706660435
330,new plymouth,-39.0667,174.0833,23.29,60,28,3.84,NZ,1706660435
331,santiago de cuba,20.0247,-75.8219,24.06,60,40,4.12,CU,1706660346
332,hebi,35.8992,114.1925,-0.14,76,0,2.78,CN,1706660435
333,altai,46.3722,96.2583,-17.89,58,64,0.59,MN,1706660435
334,revda,56.801,59.9303,-8.99,96,100,2.04,RU,1706660436
335,cidreira,-30.1811,-50.2056,21.48,84,1,4.45,BR,1706660436
336,pisco,-13.7,-76.2167,24.03,78,0,8.75,PE,1706660436
337,miyaly,48.8844,53.7836,-4.94,95,100,6.05,KZ,1706660436
338,cabo san lucas,22.8909,-109.9124,26.95,49,100,5.66,MX,1706660436
339,ust'-ilimsk,58.0006,102.6619,-34.2,100,24,1.34,RU,1706660437
340,tsiombe,-25.3,45.4833,23.41,80,96,6.71,MG,1706660437
341,bandarbeyla,9.4942,50.8122,24.49,71,89,4.11,SO,1706660437
342,tyazhinskiy,56.116,88.524,-24.38,100,73,1.62,RU,1706660437
343,lobatse,-25.2167,25.6667,22.2,55,82,2.19,BW,1706660437
344,himatnagar,23.6,72.95,17.18,60,100,2.44,IN,1706660438
345,richards bay,-28.783,32.0377,23.16,81,46,2.04,ZA,1706660438
346,nur-sultan,51.1801,71.446,-10.03,92,100,1.0,KZ,1706660438
347,swakopmund,-22.6833,14.5333,18.47,86,10,1.34,,1706660438
348,richard-toll,16.4625,-15.7008,22.01,10,0,5.06,SN,1706660438
349,armidale,-30.5167,151.65,26.05,47,19,2.83,AU,1706660438
350,phan thiet,10.9333,108.1,22.85,76,71,2.09,VN,1706660439
351,karratha,-20.7377,116.8463,27.69,70,73,2.66,AU,1706660439
352,al jawf,29.5,38.75,7.11,52,0,4.37,SA,1706660439
353,mpika,-11.8343,31.4529,17.41,92,46,1.63,ZM,1706660440
354,novodvinsk,64.4165,40.8122,-0.12,87,85,3.81,RU,1706660440
355,saskatoon,52.1168,-106.6345,3.99,75,75,3.6,CA,1706660322
356,yeraliyev,43.2,51.65,0.85,74,82,6.19,KZ,1706660440
357,kinango,-4.1372,39.3153,25.06,92,100,1.13,KE,1706660440
358,belel,7.05,14.4333,17.21,24,19,2.17,CM,1706660441
359,kavarna,43.4333,28.3333,-1.4,77,100,6.45,BG,1706660441
360,vadso,70.0744,29.7487,4.09,65,97,11.83,NO,1706660441
361,rawson,-43.3002,-65.1023,26.08,37,0,2.05,AR,1706660441
362,shingu,33.7333,135.9833,10.25,92,96,0.87,JP,1706660441
363,bollnas,61.3482,16.3946,-4.31,99,96,1.28,SE,1706660442
364,kismayo,-0.3582,42.5454,26.44,84,100,7.12,SO,1706660442
365,naze,28.3667,129.4833,18.51,80,100,11.29,JP,1706660442
366,prince george,53.9166,-122.753,6.69,61,0,2.57,CA,1706660443
367,yeppoon,-23.1333,150.7333,29.88,65,100,2.02,AU,1706660443
368,mananara,-16.1667,49.7667,24.05,84,61,2.52,MG,1706660444
369,chui,-33.6971,-53.4616,19.14,82,3,3.22,UY,1706660444
370,anadyr,64.75,177.4833,-31.67,74,0,3.0,RU,1706660444
371,puerto deseado,-47.7503,-65.8938,20.02,53,19,8.78,AR,1706660444
372,sinabang,2.4803,96.3801,25.79,87,86,1.23,ID,1706660444
373,chita,52.0333,113.55,-37.06,61,20,0.0,RU,1706660444
374,cooma,-36.2333,149.1333,25.12,52,24,1.91,AU,1706660445
375,sao felix do xingu,-6.6447,-51.995,23.45,93,55,0.68,BR,1706660158
376,luchegorsk,46.4764,134.2569,-15.07,94,100,1.96,RU,1706660198
377,ruza,55.699,36.1952,-5.98,99,100,1.12,RU,1706660445
378,bodo,67.28,14.405,6.02,76,100,16.98,NO,1706660445
379,kilju,40.9642,129.3278,-2.18,74,38,1.22,KP,1706660446
380,vyaz'ma,55.2104,34.2951,-3.71,95,100,2.41,RU,1706660446
381,orchard mesa,39.043,-108.5523,14.36,39,0,2.06,US,1706660446
382,mount isa,-20.7333,139.5,25.87,89,100,9.77,AU,1706660446
383,severo-yeniseyskiy,60.3725,93.0408,-29.12,94,36,1.79,RU,1706660446
384,sho'rchi,38.0141,67.7899,3.3,75,91,2.33,UZ,1706660447
385,tura,25.5198,90.2201,10.65,54,0,0.95,IN,1706660447
386,am timan,11.0297,20.2827,23.56,18,4,3.4,TD,1706660447
387,shakhtersk,48.0625,38.5167,-0.54,78,97,3.61,UA,1706660447
388,mount pearl,47.5166,-52.7813,-5.02,83,100,8.23,CA,1706660447
389,itoman,26.1247,127.6694,23.43,78,40,7.2,JP,1706660448
390,nizhneangarsk,55.7833,109.55,-26.67,89,11,2.24,RU,1706660448
391,zeya,53.75,127.2667,-30.29,99,79,0.28,RU,1706660172
392,khandyga,62.6667,135.6,-43.54,100,100,0.77,RU,1706660448
393,anar darah,32.7587,61.654,3.91,67,85,4.67,AF,1706660448
394,havre,49.5833,0.3333,7.33,93,0,1.54,FR,1706660448
395,at taj,24.2049,23.2857,8.44,48,0,3.69,LY,1706660449
396,hillvue,-31.1244,150.915,29.95,51,40,1.03,AU,1706660449
397,walvis bay,-22.9575,14.5053,18.53,88,5,5.66,,1706660410
398,skowhegan,44.7651,-69.7192,-10.91,84,17,0.26,US,1706660185
399,cadale,2.7603,46.3222,25.34,78,79,7.3,SO,1706660450
400,san luis de la loma,17.2706,-100.8939,26.63,72,100,1.61,MX,1706660450
401,nova xavantina,-14.6667,-52.35,26.9,64,45,1.59,BR,1706660450
402,medvezh'yegorsk,62.9167,34.4667,-2.95,84,71,3.49,RU,1706660418
403,callao,-12.0667,-77.15,27.62,69,100,4.63,PE,1706660450
404,buka,40.8108,69.1986,0.18,98,100,2.16,UZ,1706660450
405,kuanda,56.3161,116.0806,-37.37,93,28,0.89,RU,1706660451
406,hassi messaoud,31.6804,6.0729,9.92,53,0,2.57,DZ,1706660451
407,rivne,50.6231,26.2274,0.04,81,90,2.96,UA,1706660451
408,santa ana hueytlalpan,20.1833,-98.3,10.86,86,95,1.99,MX,1706660452
409,antsohihy,-14.8796,47.9875,24.47,89,42,1.84,MG,1706660452
410,murzuq,25.9155,13.9184,8.32,49,0,4.73,LY,1706660452
411,barclayville,4.6797,-8.2339,26.17,85,71,1.87,LR,1706660452
412,savanna-la-mar,18.219,-78.1332,22.97,82,51,3.98,JM,1706660453
413,isangel,-19.55,169.2667,28.44,66,37,1.5,VU,1706660453
414,bargaal,11.2864,51.0773,23.09,74,31,1.4,SO,1706660453
415,grand gaube,-20.0064,57.6608,26.22,89,74,6.43,MU,1706660453
416,male,4.1748,73.5089,26.97,89,75,4.12,MV,1706660453
417,kourou,5.1552,-52.6478,27.03,89,26,3.54,GF,1706660454
418,ust'-charyshskaya pristan',52.3934,83.6635,-20.63,100,95,1.72,RU,1706660454
419,ak-suu,42.4995,78.527,-5.96,67,100,2.42,KG,1706660454
420,minas de marcona,-15.2119,-75.1103,19.17,81,88,5.69,PE,1706660454
421,rehoboth,-23.3167,17.0833,25.99,30,30,2.71,,1706660454
422,port hedland,-20.3167,118.5667,30.03,74,23,3.6,AU,1706660455
423,kalevala,65.2,31.1667,-0.51,89,45,6.26,RU,1706660455
424,essaouira,31.5125,-9.77,14.72,38,99,1.54,MA,1706660455
425,merizo village,13.2658,144.6691,28.32,68,29,10.44,GU,1706660455
426,rondonopolis,-16.4708,-54.6356,25.1,72,86,1.27,BR,1706660456
427,araxa,-19.5933,-46.9406,25.98,50,0,1.03,BR,1706660252
428,aripuana,-9.1667,-60.6333,26.93,74,100,0.33,BR,1706660456
429,slave lake,55.2834,-114.769,9.99,34,0,10.8,CA,1706660227
430,el bauga,18.262,33.9081,14.84,30,10,6.68,SD,1706660456
431,artondale,47.2995,-122.6207,16.46,87,100,1.54,US,1706660457
432,perugorria,-29.3413,-58.6106,27.01,55,21,3.76,AR,1706660457
433,trinity beach,-16.7888,145.6968,32.25,73,100,1.03,AU,1706660457
434,chibougamau,49.9168,-74.3659,-8.21,86,0,4.12,CA,1706660457
435,chadan,51.2833,91.5833,-28.61,97,95,0.33,RU,1706660457
436,mulki,13.1,74.8,22.6,88,45,2.06,IN,1706660457
437,las lomitas,-24.7096,-60.593,30.72,30,2,2.49,AR,1706660457
438,orda,57.1951,56.9091,-2.57,97,100,4.54,RU,1706660458
439,juba,4.8517,31.5825,26.17,30,93,1.22,SS,1706660458
440,natal,-5.795,-35.2094,28.12,74,20,3.09,BR,1706660458
441,patong,7.8961,98.2966,24.08,79,51,5.32,TH,1706660458
442,mar del plata,-38.0023,-57.5575,24.41,86,4,1.79,AR,1706660162
443,chinchilla,-26.75,150.6333,27.23,72,23,2.68,AU,1706660459
444,buta,2.7858,24.73,21.4,45,91,0.82,CD,1706660459
445,parfino,57.9731,31.6481,-0.4,93,100,2.7,RU,1706660459
446,kendari,-3.945,122.4989,26.8,82,94,1.38,ID,1706660459
447,firminopolis,-16.5819,-50.305,22.92,74,95,1.39,BR,1706660459
448,korla,41.7597,86.1469,-5.39,68,83,3.48,CN,1706660460
449,puerto baquerizo moreno,-0.9,-89.6,25.8,85,90,4.97,EC,1706660460
450,chachapoyas,-6.2317,-77.869,13.95,95,99,1.12,PE,1706660460
451,opatija,45.3392,14.3083,8.43,59,28,1.36,HR,1706660461
452,island harbour,50.724,-1.2758,7.34,82,86,0.45,GB,1706660461
453,namibe,-15.1961,12.1522,25.01,77,33,2.62,AO,1706660461
454,pontianak,-0.0333,109.3333,24.99,100,40,1.54,ID,1706660461
455,papao,-17.75,-149.55,29.81,83,77,2.98,PF,1706660462
456,seaside,36.6111,-121.8516,17.18,83,0,4.02,US,1706660283
457,sao paulo de olivenca,-3.3783,-68.8725,24.8,95,100,0.25,BR,1706660462
458,pagar alam,-4.0167,103.2667,21.25,98,100,0.11,ID,1706660462
459,el-tor,28.2364,33.6254,12.35,47,1,5.39,EG,1706660462
460,the pas,53.8251,-101.2541,4.01,75,0,4.12,CA,1706660463
461,tete,-16.1564,33.5867,26.05,73,75,2.06,MZ,1706660463
462,sezanne,48.7205,3.7234,7.88,88,100,1.79,FR,1706660463
463,magadan,59.5667,150.8,-28.04,85,10,2.86,RU,1706660463
464,dhuusamarreeb,5.535,46.3861,22.15,81,95,5.65,SO,1706660463
465,sakakah,29.9697,40.2064,7.76,45,0,2.87,SA,1706660464
466,santa cruz,-17.8,-63.1667,27.7,83,40,4.12,BO,1706660353
467,hammerfest,70.6634,23.6821,6.25,61,75,18.01,NO,1706660464
468,borkum,53.5809,6.6915,6.97,77,100,8.05,DE,1706660464
469,kisvarda,48.2167,22.0833,-0.45,90,14,2.34,HU,1706660464
470,mournies,35.4764,24.0092,8.22,87,75,9.26,GR,1706660465
471,kerikeri,-35.2268,173.9474,27.04,50,4,2.85,NZ,1706660465
472,bolobo,-2.1667,16.2333,24.35,80,100,1.49,CD,1706660465
473,vernon,50.2581,-119.2691,8.12,92,100,0.51,CA,1706660177
474,dul'durga,50.6761,113.5931,-25.85,90,21,1.62,RU,1706660465
475,emerald,-23.5333,148.1667,27.41,86,100,2.6,AU,1706660466
476,duong dong,10.2167,103.9667,26.0,78,40,4.3,VN,1706660466
477,ussel,45.55,2.3167,6.6,93,17,0.67,FR,1706660466
478,howrah,22.5892,88.3103,19.0,94,40,3.09,IN,1706660466
479,sawang daen din,17.4753,103.4575,22.27,100,90,0.86,TH,1706660467
480,tailai,46.3833,123.4,-19.46,52,31,4.45,CN,1706660467
481,kirkwall,58.9848,-2.9587,6.65,81,100,8.75,GB,1706660467
482,plettenberg bay,-34.0527,23.3716,21.34,79,100,2.46,ZA,1706660467
483,pangoa,-12.1167,-73.0,22.52,97,100,0.88,PE,1706660467
484,kiunga,-6.1219,141.2906,26.37,95,99,1.19,PG,1706660468
485,peralta,18.5816,-70.7703,19.93,91,23,1.18,DO,1706660468
486,bac lieu,9.285,105.7244,24.56,86,87,5.61,VN,1706660352
487,felipe carrillo puerto,19.5833,-88.05,19.45,73,7,1.06,MX,1706660469
488,kupang,-10.1667,123.5833,29.32,89,75,4.12,ID,1706660469
489,san borja,-14.8167,-66.85,24.0,96,99,1.03,BO,1706660469
490,bizerte,37.2744,9.8739,6.0,87,0,1.54,TN,1706660470
491,ketchikan,55.3422,-131.6461,8.26,93,100,7.2,US,1706660470
492,polyarnyy,69.1989,33.4478,2.22,80,96,12.23,RU,1706660470
493,navrongo,10.8956,-1.0921,25.69,17,68,3.85,GH,1706660179
494,port macquarie,-31.4333,152.9167,27.16,52,12,1.6,AU,1706660471
495,turkmenabat,39.0733,63.5786,-3.01,100,75,3.09,TM,1706660471
496,santana,-0.0583,-51.1817,27.1,89,0,2.57,BR,1706660309
497,aliveri,38.4167,24.0333,6.34,75,100,10.16,GR,1706660471
498,port moresby,-9.4431,147.1797,26.68,89,75,2.57,PG,1706660472
499,gurlan,41.8447,60.3919,-5.96,70,74,3.27,UZ,1706660472
500,kanigiri,15.4,79.5167,18.18,89,3,0.84,IN,1706660472
501,novaya usman',51.6418,39.4086,-1.64,96,100,1.53,RU,1706660472
502,bakanas,44.8081,76.2772,-2.15,94,100,1.64,KZ,1706660472
503,santiago de cao,-7.9589,-79.2392,25.07,83,100,4.12,PE,1706660473
504,iskushuban,10.2837,50.23,19.94,84,52,2.93,SO,1706660473
505,gornyy,55.1153,83.9059,-22.66,99,74,1.79,RU,1706660473
506,vikarabad,17.3333,77.9,18.97,44,63,1.24,IN,1706660474
507,pascagoula,30.3658,-88.5561,15.03,71,40,1.54,US,1706660474
508,timaru,-44.4,171.25,21.15,77,16,4.47,NZ,1706660474
509,benghazi,32.1167,20.0667,11.06,63,85,7.39,LY,1706660225
510,beolgyo,34.8449,127.3429,5.51,88,99,1.47,KR,1706660475
511,bintulu,3.1667,113.0333,26.23,94,20,1.54,MY,1706660476
512,burang,30.25,81.1667,-12.72,72,13,1.85,CN,1706660476
513,inverloch,-38.6333,145.7167,17.84,63,24,3.89,AU,1706660183
514,christchurch,-43.5333,172.6333,24.74,61,8,10.29,NZ,1706660476
515,hauterive,46.0901,3.4459,5.42,90,38,0.7,FR,1706660477
516,mermoz boabab,14.7065,-17.4758,21.88,78,0,4.12,SN,1706660477
517,ati,13.2154,18.3353,19.81,19,0,6.63,TD,1706660478
518,bang saphan,11.2126,99.5117,23.92,91,91,0.46,TH,1706660478
519,argo,37.6333,22.7333,4.32,92,98,7.15,GR,1706660478
520,las lajitas,-24.6833,-64.25,29.33,39,4,1.98,AR,1706660479
521,banda aceh,5.5577,95.3222,28.08,78,31,9.71,ID,1706660370
522,alva,56.1528,-3.8051,5.75,89,100,7.12,GB,1706660479
523,manturovo,58.3353,44.7619,-9.56,95,8,2.4,RU,1706660479
524,rongelap,11.1635,166.8941,26.09,72,100,8.81,MH,1706660479
525,chos malal,-37.3781,-70.2709,25.19,14,0,3.62,AR,1706660480
526,mareeba,-17.0,145.4333,29.71,84,100,2.78,AU,1706660247
527,krasnyy chikoy,50.3643,108.7512,-32.64,99,32,0.7,RU,1706660480
528,phan rang-thap cham,11.5667,108.9833,22.03,80,74,1.87,VN,1706660480
529,marietta,33.9526,-84.5499,13.88,58,75,2.57,US,1706660480
530,forbes,-33.3833,148.0167,30.7,36,0,2.89,AU,1706660481
531,al wakrah,24.85,51.3333,20.05,55,94,3.26,QA,1706660482
532,chernyshevskiy,63.0128,112.4714,-30.26,100,95,0.53,RU,1706660482
533,cruzeiro do sul,-29.5128,-51.9853,23.06,84,13,1.93,BR,1706660482
534,riberalta,-10.9833,-66.1,26.92,78,98,1.03,BO,1706660483
535,santanyi,39.3546,3.1291,11.57,81,94,3.18,ES,1706660483
536,allonnes,47.9674,0.1581,7.02,87,100,1.03,FR,1706660483
537,katsuren-haebaru,26.3369,127.8719,23.43,75,40,5.14,JP,1706660483
538,kenora,49.8167,-94.4337,-0.46,100,75,6.17,CA,1706660186
539,jwaneng,-24.6004,24.7303,23.05,52,73,2.55,BW,1706660484
540,embarcacion,-23.209,-64.096,31.79,51,8,1.04,AR,1706660484
541,kilindoni,-7.9139,39.6668,27.25,83,98,4.49,TZ,1706660485
542,pandan,14.0453,124.1694,26.57,74,74,10.02,PH,1706660486
543,narman,40.3465,41.8703,-17.94,98,6,2.71,TR,1706660486
544,savonlinna,61.8699,28.88,-1.97,86,0,3.09,FI,1706660486
545,dwarka,22.2394,68.9678,21.98,79,97,4.39,IN,1706660487
546,stephenville,32.2207,-98.2023,20.07,37,0,0.0,US,1706660487
547,wolsztyn,52.1155,16.1171,5.55,77,100,3.93,PL,1706660487
548,carutapera,-1.195,-46.02,26.3,84,95,2.98,BR,1706660487
549,shimoda,34.6667,138.95,11.2,62,5,4.44,JP,1706660488
550,canmore,51.0834,-115.3521,11.06,90,82,2.57,CA,1706660305
551,weinan,34.5036,109.5089,0.82,89,49,0.75,CN,1706660488
552,mugia,43.1041,-9.2179,10.09,77,97,0.74,ES,1706660488
553,khawr fakkan,25.3313,56.342,24.03,51,80,2.65,AE,1706660490
554,urumqi,43.801,87.6005,-18.47,85,20,1.0,CN,1706660494
555,white oak,39.2131,-84.5994,2.24,95,100,1.54,US,1706660497
556,sandnessjoen,66.0217,12.6316,4.29,81,75,17.49,NO,1706660498
557,kataba,13.9833,44.3833,15.59,84,81,1.06,YE,1706660499
558,nafada,11.0956,11.3327,22.29,21,0,5.47,NG,1706660501
559,dalandzadgad,43.5708,104.425,-19.28,86,6,1.53,MN,1706660501
560,barda,40.3744,47.1267,2.62,85,99,0.54,AZ,1706660502
561,dingcheng,32.1272,115.0394,8.06,74,100,2.44,CN,1706660502
562,inarajan village,13.2736,144.7484,28.55,68,63,11.42,GU,1706660503
563,selfoss,63.9331,-20.9971,-2.75,62,100,10.04,IS,1706660503
564,bol'sherech'ye,56.0925,74.6272,-16.08,97,94,3.08,RU,1706660504
565,sept-iles,50.2001,-66.3821,-14.0,69,0,1.54,CA,1706660473
566,hilton head island,32.2163,-80.7526,12.21,75,0,3.6,US,1706660291
567,ampanihy,-24.7,44.75,21.66,80,73,5.87,MG,1706660505
568,pacific grove,36.6177,-121.9166,16.9,84,0,4.02,US,1706660505
569,princeville,45.7668,-61.2985,-4.82,85,0,1.54,CA,1706660505
570,jiwani,25.05,61.7417,20.86,69,86,3.44,PK,1706660506
571,jabor,5.921,169.6434,26.15,83,100,9.4,MH,1706660506
572,ngereklmadel,7.4883,134.4856,27.05,83,100,4.63,PW,1706660506
573,sheregesh,52.9209,87.9869,-19.47,99,99,1.87,RU,1706660506
574,tak bai,6.2595,102.0546,24.02,87,98,2.06,TH,1706660506
575,mimizan,44.2006,-1.2289,12.48,88,7,2.5,FR,1706660506
576,paraiso,9.8383,-83.8656,20.48,97,66,2.48,CR,1706660507
577,sofo-birnin-gwari,11.0154,6.7804,22.45,19,70,5.49,NG,1706660507
578,sal rei,16.1833,-22.9167,22.91,69,0,7.13,CV,1706660507
579,nadym,65.5333,72.5167,-21.38,96,32,6.98,RU,1706660507
580,birjand,32.8663,59.2211,5.06,53,99,0.91,IR,1706660507
